NIN,FirstName,LastName,Sex,BirthDate,Wilaya,BloodGroup,Job,Generation,Parents
281930022622875665,Yacoub,MIHOUB,M,1930-02-26,28,B+,Retraité,0,[]
281931100294506870,Saadia,MIHOUB,F,1931-10-02,28,AB+,Femme au foyer,0,[]
161938071518261672,Wahid,MAROUNI,M,1938-07-15,16,A+,Retraité,0,[]
161938012260697976,Mounia,MAROUNI,F,1938-01-22,16,A-,Retraité,0,[]
411951020654935157,Tarek,SAMER,M,1951-02-06,41,AB-,Commerçant,0,[]
411952070421369772,Sara,SAMER,F,1952-07-04,41,O+,Retraité,0,[]
441938071688555624,Nadjib,MOUSSAOUI,M,1938-07-16,44,B-,Retraité,0,[]
441937121471445147,Nawel,MOUSSAOUI,F,1937-12-14,44,A-,Retraité,0,[]
451945081943820699,Amrane,BOURAS,M,1945-08-19,45,B-,Retraité,0,[]
451946070832118441,Sofia,BOURAS,F,1946-07-08,45,B-,Retraité,0,[]
011958012526897380,Marouane,MESSAOUDI,M,1958-01-25,1,AB+,Spécialiste IT,0,[]
011960021584617988,Farah,MESSAOUDI,F,1960-02-15,1,B+,Infirmière,0,[]
281938122337845635,Salah,MAROUNI,M,1938-12-23,28,B-,Commerçant,0,[]
281938062052631332,Malika,MAROUNI,F,1938-06-20,28,A+,Retraité,0,[]
421938030949978525,Rafik,BELOUATI,M,1938-03-09,42,AB-,Retraité,0,[]
421939051371227639,Yasmine,BELOUATI,F,1939-05-13,42,O-,Retraité,0,[]
381946100235749986,Kamal,ZEMMOURI,M,1946-10-02,38,AB-,Retraité,0,[]
381945120957487252,Nawal,ZEMMOURI,F,1945-12-09,38,A+,Retraité,0,[]
381937042826782737,Anwar,MIHOUB,M,1937-04-28,38,AB-,Retraité,0,[]
381935032083766394,Saadia,MIHOUB,F,1935-03-20,38,A+,Femme au foyer,0,[]
521953112407796566,Yassine,SAIDI,M,1953-11-24,52,A+,Retraité,0,[]
521955032325339558,Amel,SAIDI,F,1955-03-23,52,A-,Comptable,0,[]
551931121409585956,Akli,ABOUNE,M,1931-12-14,55,A+,Retraité,0,[]
551929122743971072,Sabiha,ABOUNE,F,1929-12-27,55,AB-,Enseignante,0,[]
311952120748249397,Nadjib,SALHI,M,1952-12-07,31,B-,Retraité,0,[]
311951111590462178,Hana,SALHI,F,1951-11-15,31,O+,Femme au foyer,0,[]
301945050223461127,Rachid,DAHMANI,M,1945-05-02,30,A+,Retraité,0,[]
301946030604709938,Zoulikha,DAHMANI,F,1946-03-06,30,A-,Femme au foyer,0,[]
201945061374329485,Djibril,MOUSSAOUI,M,1945-06-13,20,AB+,Commerçant,0,[]
201944081727655002,Mounia,MOUSSAOUI,F,1944-08-17,20,A+,Retraité,0,[]
401934071562780163,Houari,CHERIF,M,1934-07-15,40,A-,Retraité,0,[]
401935070907585530,Celine,CHERIF,F,1935-07-09,40,O+,Femme au foyer,0,[]
521950031457336799,Kamel,BERKANI,M,1950-03-14,52,B+,Retraité,0,[]
521948020356205503,Ouardia,BERKANI,F,1948-02-03,52,O+,Retraité,0,[]
521940082830257001,Noureddine,ABOUN,M,1940-08-28,52,O+,Retraité,0,[]
521941052049954478,Amina,ABOUN,F,1941-05-20,52,AB-,Enseignante,0,[]
021952050901771690,Abdelaziz,MAROUNI,M,1952-05-09,2,AB+,Retraité,0,[]
021952031088973246,Nour,MAROUNI,F,1952-03-10,2,A-,Retraité,0,[]
321939072743858778,Ghiles,MERZOUK,M,1939-07-27,32,O-,Retraité,0,[]
321938031274522643,Farah,MERZOUK,F,1938-03-12,32,A+,Retraité,0,[]
171945090691620884,Zakaria,HADJI,M,1945-09-06,17,O+,Retraité,0,[]
171946111726076522,Douaa,HADJI,F,1946-11-17,17,A+,Retraité,0,[]
181952082536393296,Halim,BELHADJ,M,1952-08-25,18,AB-,Retraité,0,[]
181953100757623118,Zahia,BELHADJ,F,1953-10-07,18,B+,Retraité,0,[]
061938031585612827,Teyeb,REHMOUN,M,1938-03-15,6,B-,Retraité,0,[]
061938022869332725,Zahia,REHMOUN,F,1938-02-28,6,B+,Enseignante,0,[]
521947042727088784,Aziz,LARBI,M,1947-04-27,52,O+,Retraité,0,[]
521948020894285208,Zwipha,LARBI,F,1948-02-08,52,O-,Retraité,0,[]
101939050521392710,Yassir,AMARA,M,1939-05-05,10,A-,Retraité,0,[]
101939092234987234,Ilhem,AMARA,F,1939-09-22,10,B+,Retraité,0,[]
571952061388098701,Abdelillah,HAMKACEM,M,1952-06-13,57,B-,Retraité,0,[]
571954012495026202,Nouria,HAMKACEM,F,1954-01-24,57,O+,Retraité,0,[]
051933120236509274,Fethi,AIT BACHIR,M,1933-12-02,5,A+,Retraité,0,[]
051934012834844786,Fadila,AIT BACHIR,F,1934-01-28,5,AB+,Retraité,0,[]
451950020270200516,Mayas,SAADI,M,1950-02-02,45,B-,Agriculteur,0,[]
451950101590540338,Asma,SAADI,F,1950-10-15,45,B-,Retraité,0,[]
401955051702124781,Zohir,TOUMI,M,1955-05-17,40,O-,Comptable,0,[]
401953082112677668,Ouahiba,TOUMI,F,1953-08-21,40,AB-,Retraité,0,[]
041938011227340449,Karim,BOUZIANE,M,1938-01-12,4,O+,Retraité,0,[]
041936111042238793,Rania,BOUZIANE,F,1936-11-10,4,O-,Retraité,0,[]
191947102283491261,Rachid,ABDELLI,M,1947-10-22,19,B+,Retraité,0,[]
191949041987874057,Saloua,ABDELLI,F,1949-04-19,19,B-,Retraité,0,[]
511946121030066792,Zinedine,AISSAOUI,M,1946-12-10,51,A+,Retraité,0,[]
511946082527226448,Samia,AISSAOUI,F,1946-08-25,51,AB-,Retraité,0,[]
011958021993151831,Abdelaziz,HAMKACEM,M,1958-02-19,1,O-,Agent de sécurité,0,[]
011959041214965426,Ghania,HAMKACEM,F,1959-04-12,1,AB-,Infirmière,0,[]
571940020387507458,Mustapha,ABBAS,M,1940-02-03,57,AB+,Retraité,0,[]
571939071810944002,Maissa,ABBAS,F,1939-07-18,57,AB-,Retraité,0,[]
381946081896518208,Djamel,HADJI,M,1946-08-18,38,AB+,Commerçant,0,[]
381947021635493037,Yasmina,HADJI,F,1947-02-16,38,A-,Retraité,0,[]
251938032446263350,Brahim,AISSAOUI,M,1938-03-24,25,A+,Retraité,0,[]
251940122469349007,Sabrina,AISSAOUI,F,1940-12-24,25,AB+,Femme au foyer,0,[]
571958070211343047,Malik,REHMOUN,M,1958-07-02,57,O-,Commerçant,0,[]
571957031691591418,Nourhan,REHMOUN,F,1957-03-16,57,B-,Chômeur,0,[]
071956061327509892,Farid,LAIB,M,1956-06-13,7,B+,Chômeur,0,[]
071958071691573949,Hana,LAIB,F,1958-07-16,7,B+,Fonctionnaire,0,[]
301947071202307092,Houari,ZEMMOURI,M,1947-07-12,30,O-,Retraité,0,[]
301946041247882743,Ines,ZEMMOURI,F,1946-04-12,30,B-,Retraité,0,[]
011932021779343480,Zoubir,FALEK,M,1932-02-17,1,B-,Enseignant,0,[]
011934041813109123,Fatima,FALEK,F,1934-04-18,1,A-,Retraité,0,[]
451956070630029910,Fatiha,MOKHTARI,F,1956-07-06,45,AB-,Fonctionnaire,1,"['451938022466611112', '451939061269648742']"
341975082267152834,Dina,MANSOURI,F,1975-08-22,34,O-,Artisane,1,"['341957081539629742', '341959082452752208']"
281978020138027107,Djilali,GHARSI,M,1978-02-01,28,B-,Maçon,1,"['281949070680308731', '281947092311690253']"
241965072295750778,Fares,FALEK,M,1965-07-22,24,B+,Comptable,1,"['241945102438386788', '241947121045440687']"
511951120113824019,Dalila,BENYAHIA,F,1951-12-01,51,O+,Retraité,1,"['511931030438614237', '511930010217687885']"
511954080278145031,Dounia,BENYAHIA,F,1954-08-02,51,O-,Retraité,1,"['511931030438614237', '511930010217687885']"
511970050119609409,Mahmoud,ZITOUNI,M,1970-05-01,51,AB-,Maçon,1,"['511941031731655237', '511939090725772107']"
351981030549208291,Yassine,ABOUNE,M,1981-03-05,35,O-,Chauffeur routier,1,"['351949052441270164', '351949112501107898']"
351986021724654466,Douaa,ABOUNE,F,1986-02-17,35,O-,Chômeur,1,"['351949052441270164', '351949112501107898']"
041987012591029700,Lynda,HAMIDI,F,1987-01-25,4,A-,Femme au foyer,1,"['041959031535550271', '041959070229444710']"
041999012004781534,Naim,HAMIDI,M,1999-01-20,4,A-,Étudiant,1,"['041959031535550271', '041959070229444710']"
041999122329873994,Majda,HAMIDI,F,1999-12-23,4,O-,Étudiant,1,"['041959031535550271', '041959070229444710']"
491982012854280153,Naïma,ZEMMOURI,F,1982-01-28,49,B+,Chômeur,1,"['491952111120129415', '491950031295303207']"
491992011939493124,Salma,ZEMMOURI,F,1992-01-19,49,B-,Chômeur,1,"['491952111120129415', '491950031295303207']"
051967090604654873,Amrane,KHALDI,M,1967-09-06,5,AB-,Comptable,1,"['051940092434637894', '051938011070078025']"
051975092262842733,Fouzi,KHALDI,M,1975-09-22,5,AB-,Chômeur,1,"['051940092434637894', '051938011070078025']"
431961092781683762,Maissa,ABOUNE,F,1961-09-27,43,O-,Chômeur,1,"['431935122817701440', '431935091667252445']"
211980102405630548,Ramy,LAICHI,M,1980-10-24,21,O-,Commerçant,1,"['211950050442982235', '211949111138030523']"
211984111952030133,Nouria,LAICHI,F,1984-11-19,21,O-,Artisane,1,"['211950050442982235', '211949111138030523']"
211988051889787103,Leticia,LAICHI,F,1988-05-18,21,O-,Chômeur,1,"['211950050442982235', '211949111138030523']"
251958051393305541,Ouardia,SAADI,F,1958-05-13,25,B+,Comptable,1,"['251939121253361116', '251941120781025783']"
461953110557176640,Mazouzi,TOUATI,M,1953-11-05,46,A-,Retraité,1,"['461932021268352269', '461934050377855527']"
461969020457327474,Madjid,TOUATI,M,1969-02-04,46,O-,Ouvrier du bâtiment,1,"['461932021268352269', '461934050377855527']"
461971100970845227,Amel,TOUATI,F,1971-10-09,46,A+,Commerçant,1,"['461932021268352269', '461934050377855527']"
131990041730951368,Farid,ZEMMOURI,M,1990-04-17,13,B-,Mécanicien,1,"['131954040726084432', '131956060488372957']"
401968071068699415,Kheira,DAHMANI,F,1968-07-10,40,AB-,Vendeuse,1,"['401930020160346706', '401931021046414835']"
031970012170735006,Kenza,MANSOURI,F,1970-01-21,3,B+,Chômeur,1,"['031938101353746733', '031940030703704025']"
031972042169890641,Amira,MANSOURI,F,1972-04-21,3,O-,Comptable,1,"['031938101353746733', '031940030703704025']"
031973050352011677,Yassir,MANSOURI,M,1973-05-03,3,B-,Mécanicien,1,"['031938101353746733', '031940030703704025']"
491996071383003368,Fatma El Zahra,DAHMANI,F,1996-07-13,49,O-,Chômeur,1,"['491956120356760803', '491956112486391148']"
491996102335389566,Farid,DAHMANI,M,1996-10-23,49,O-,Artisan,1,"['491956120356760803', '491956112486391148']"
441984020151208984,Zoulikha,KADRI,F,1984-02-01,44,A-,Couturière,1,"['441958071392736885', '441956062070107825']"
151962091493957538,Houari,MOUSSAOUI,M,1962-09-14,15,B+,Chauffeur routier,1,"['151934092595775958', '151936062760945311']"
151962091401742201,Ouahiba,MOUSSAOUI,F,1962-09-14,15,AB-,Chômeur,1,"['151934092595775958', '151936062760945311']"
151964121536103711,Farouk,MOUSSAOUI,M,1964-12-15,15,B-,Mécanicien,1,"['151934092595775958', '151936062760945311']"
121963060618296648,Imane,HAMKACEM,F,1963-06-06,12,B-,Chômeur,1,"['121936050642337341', '121937032592489530']"
331989112449472811,Amrane,MESSAOUDI,M,1989-11-24,33,B-,Artisan,1,"['331959051290897558', '331961031645911530']"
331991060466510171,Aymen,MESSAOUDI,M,1991-06-04,33,B-,Chômeur,1,"['331959051290897558', '331961031645911530']"
101981110117285830,Anwar,MADJER,M,1981-11-01,10,O-,Artisan,1,"['101957110523536213', '101956091397120382']"
101983052056547934,Tarek,MADJER,M,1983-05-20,10,O-,Fonctionnaire,1,"['101957110523536213', '101956091397120382']"
301974031024666967,Islam,DAHMANI,M,1974-03-10,30,B-,Mécanicien,1,"['301946050243160855', '301946100594717336']"
301976020885879995,Amirouche,DAHMANI,M,1976-02-08,30,AB-,Artisan,1,"['301946050243160855', '301946100594717336']"
301978110630818587,Ilhem,DAHMANI,F,1978-11-06,30,AB-,Vendeuse,1,"['301946050243160855', '301946100594717336']"
411980071013604751,Hanane,MERZOUK,F,1980-07-10,41,A-,Ouvrier du bâtiment,1,"['411956061302712401', '411954071780897826']"
461985041635191021,Kenza,BELHADJ,F,1985-04-16,46,A-,Commerçant,1,"['461949112495577504', '461947031093706677']"
341967080836711339,Younes,BOURAS,M,1967-08-08,34,AB+,Comptable,1,"['341940070184514535', '341941010163008133']"
241958030257525780,Samara,BOUZIANE,F,1958-03-02,24,O-,Femme au foyer,1,"['241930021932624677', '241928112427844395']"
551980011795340593,Chahinez,ABOUNE,F,1980-01-17,55,B-,Comptable,1,"['551946021580616239', '551947031016138074']"
551985122017702671,Abdelaziz,ABOUNE,M,1985-12-20,55,B-,Ouvrier du bâtiment,1,"['551946021580616239', '551947031016138074']"
131994030691286248,Safa,SMAILI,F,1994-03-06,13,O-,Étudiant,1,"['131956070600087143', '131957070329196815']"
031968121681655590,Khadija,SAADI,F,1968-12-16,3,B+,Femme au foyer,1,"['031935052114277632', '031934092861742282']"
031971110127429329,Moussa,SAADI,M,1971-11-01,3,AB+,Chauffeur routier,1,"['031935052114277632', '031934092861742282']"
031973060742405501,Mounir,SAADI,M,1973-06-07,3,AB-,Ouvrier du bâtiment,1,"['031935052114277632', '031934092861742282']"
461974031923132714,Madjid,BOUZIANE,M,1974-03-19,46,A-,Mécanicien,1,"['461954120464280836', '461952022013379348']"
461979031106478734,Mounira,BOUZIANE,F,1979-03-11,46,A-,Femme au foyer,1,"['461954120464280836', '461952022013379348']"
531983111907121340,Dihia,CHERIF,F,1983-11-19,53,AB-,Vendeuse,1,"['531945042895037239', '531947021033461728']"
531985101167447354,Noureddine,CHERIF,M,1985-10-11,53,AB-,Étudiant,1,"['531945042895037239', '531947021033461728']"
151986021754239396,Rachid,BELOUATI,M,1986-02-17,15,O-,Étudiant,1,"['151949092524774254', '151948061653722995']"
151986112457812715,Lynda,BELOUATI,F,1986-11-24,15,A-,Étudiant,1,"['151949092524774254', '151948061653722995']"
151989022814956160,Khadija,BELOUATI,F,1989-02-28,15,A-,Chômeur,1,"['151949092524774254', '151948061653722995']"
201961111147517826,Kheira,LAICHI,F,1961-11-11,20,A+,Vendeuse,1,"['201930091751572358', '201932060372647072']"
101976120632373997,Terkia,KHALDI,F,1976-12-06,10,B-,Fonctionnaire,1,"['101952031617808397', '101954020522687718']"
101990050875074520,Sara,KHALDI,F,1990-05-08,10,A-,Chômeur,1,"['101952031617808397', '101954020522687718']"
521965092527553795,Said,BERKANI,M,1965-09-25,52,O-,Chômeur,1,"['521940061405490813', '521941042412402289']"
581967111707504016,Leila,ABDELLI,F,1967-11-17,58,A-,Femme au foyer,1,"['581939050955369427', '581940042421844058']"
211981080246946137,Aziza,MANSOURI,F,1981-08-02,21,AB-,Chômeur,1,"['211960052029608865', '211961071091230637']"
211993082767738516,Abdelaziz,MANSOURI,M,1993-08-27,21,B-,Ouvrier du bâtiment,1,"['211960052029608865', '211961071091230637']"
441972051960547209,Sofiane,TOUMI,M,1972-05-19,44,O+,Ouvrier du bâtiment,1,"['441950111332972280', '441950061054457077']"
441990113061130053,Ilham,TOUMI,F,1990-11-30,44,O-,Couturière,1,"['441950111332972280', '441950061054457077']"
441990121745003313,Souad,TOUMI,F,1990-12-17,44,O-,Artisane,1,"['441950111332972280', '441950061054457077']"
421995052056294042,Lynda,NESSAH,F,1995-05-20,42,O+,Chômeur,1,"['421959040876041584', '421957051243529693']"
421996100207836751,Soumia,NESSAH,F,1996-10-02,42,O-,Artisane,1,"['421959040876041584', '421957051243529693']"
031977042070984542,Kamal,BOURAS,M,1977-04-20,3,AB-,Maçon,1,"['031940071887870473', '031940080728715346']"
031979112148490115,Hocine,BOURAS,M,1979-11-21,3,B-,Chômeur,1,"['031940071887870473', '031940080728715346']"
031980111311853851,Taki,BOURAS,M,1980-11-13,3,B-,Maçon,1,"['031940071887870473', '031940080728715346']"
451974012497404825,Achour,BOULEMALI,M,1974-01-24,45,AB+,Artisan,1,"['451950051392377764', '451949012291815185']"
361985090537739222,Lidia,BELHADJ,F,1985-09-05,36,B+,Étudiant,1,"['361950120652430390', '361950111312253747']"
361988041453668736,Leïla,BELHADJ,F,1988-04-14,36,AB-,Couturière,1,"['361950120652430390', '361950111312253747']"
361990092047457607,Nourhan,BELHADJ,F,1990-09-20,36,AB-,Enseignante,1,"['361950120652430390', '361950111312253747']"
471966021567129954,Halim,TOUATI,M,1966-02-15,47,B-,Comptable,1,"['471940022748494973', '471939090585835601']"
471968041248732260,Nadjma,TOUATI,F,1968-04-12,47,AB+,Fonctionnaire,1,"['471940022748494973', '471939090585835601']"
101984091687075386,Badis,ABBAS,M,1984-09-16,10,A-,Commerçant,1,"['101950092717765053', '101949081154734149']"
101989101332049854,Nouria,ABBAS,F,1989-10-13,10,O+,Comptable,1,"['101950092717765053', '101949081154734149']"
461971090680151375,Wafa,LARBI,F,1971-09-06,46,O-,Chômeur,1,"['461937100991134180', '461939060978124862']"
441982031053255875,Kamilia,MADJER,F,1982-03-10,44,O-,Fonctionnaire,1,"['441947082639586435', '441945112188687512']"
441984120524404302,Arezki,MADJER,M,1984-12-05,44,B-,Chauffeur routier,1,"['441947082639586435', '441945112188687512']"
291989062039898798,Rachida,SAIDI,F,1989-06-20,29,O-,Couturière,1,"['291954030968798790', '291954071775972172']"
291993010330797766,Wahid,SAIDI,M,1993-01-03,29,O-,Maçon,1,"['291954030968798790', '291954071775972172']"
291993111906341459,Fethi,SAIDI,M,1993-11-19,29,O-,Étudiant,1,"['291954030968798790', '291954071775972172']"
451971020334621418,Zinedine,HAMKACEM,M,1971-02-03,45,O-,Commerçant,1,"['451933121342505019', '451933100213799848']"
451973071581485837,Jawad,HAMKACEM,M,1973-07-15,45,O-,Mécanicien,1,"['451933121342505019', '451933100213799848']"
231973021489147317,Mehdi,ZEKRI,M,1973-02-14,23,A-,Mécanicien,1,"['231936091346149417', '231935070173837399']"
231976101868011466,Rachida,ZEKRI,F,1976-10-18,23,A-,Artisane,1,"['231936091346149417', '231935070173837399']"
251968060613255848,Ibtissam,YAHIAOUI,F,1968-06-06,25,B-,Couturière,1,"['251935050279651067', '251934080932298087']"
251972051998575744,Douaa,YAHIAOUI,F,1972-05-19,25,O-,Commerçant,1,"['251935050279651067', '251934080932298087']"
181970041239514088,Dina,ZEMMOURI,F,1970-04-12,18,A+,Vendeuse,1,"['181947042017931513', '181948011046812238']"
181974083180367447,Wahid,ZEMMOURI,M,1974-08-31,18,A+,Chômeur,1,"['181947042017931513', '181948011046812238']"
181977052245556455,Madjda,ZEMMOURI,F,1977-05-22,18,O-,Couturière,1,"['181947042017931513', '181948011046812238']"
581981042680408351,Hana,BANALI,F,1981-04-26,58,O+,Fonctionnaire,1,"['581957072177959729', '581957051976578404']"
581997021098915860,Nawel,BANALI,F,1997-02-10,58,AB-,Étudiant,1,"['581957072177959729', '581957051976578404']"
581997122230998838,Maram,BANALI,F,1997-12-22,58,AB-,Étudiant,1,"['581957072177959729', '581957051976578404']"
511983092660407737,Mohamed,HOUCH,M,1983-09-26,51,O+,Artisan,1,"['511955012825059516', '511954101177695537']"
511995070246641396,Samy,HOUCH,M,1995-07-02,51,O-,Chômeur,1,"['511955012825059516', '511954101177695537']"
231983092886799209,Redouane,AMARA,M,1983-09-28,23,B+,Commerçant,1,"['231948111180305713', '231950020598787306']"
231988012425185475,Chafia,AMARA,F,1988-01-24,23,B-,Commerçant,1,"['231948111180305713', '231950020598787306']"
011954111562839079,Abdelaziz,BELHADI,M,1954-11-15,1,A-,Retraité,1,"['011935060978365035', '011937072463443657']"
011965012573184198,Riad,BELHADI,M,1965-01-25,1,A+,Chômeur,1,"['011935060978365035', '011937072463443657']"
361970031749268773,Yasmina,BELDI,F,1970-03-17,36,A-,Infirmière,1,"['361952102642818963', '361951020822139353']"
341970120337814703,Sabri,CHERIF,M,1970-12-03,34,O+,Chauffeur routier,1,"['341930031060337177', '341930022166797798']"
341970121785607584,Massinissa,CHERIF,M,1970-12-17,34,A-,Chômeur,1,"['341930031060337177', '341930022166797798']"
201974041609491076,Chahrazed,TOUMI,F,1974-04-16,20,A+,Comptable,1,"['201949122582775224', '201950090305341255']"
201976070973230232,Fares,TOUMI,M,1976-07-09,20,B+,Chômeur,1,"['201949122582775224', '201950090305341255']"
201979061264812179,Ouardia,TOUMI,F,1979-06-12,20,B-,Vendeuse,1,"['201949122582775224', '201950090305341255']"
271993010941305749,Bilel,HADDAD,M,1993-01-09,27,B+,Chômeur,1,"['271959091870626319', '271960081906850861']"
281987041554176107,Sarah,BOULEMALI,F,1987-04-15,28,AB-,Chômeur,1,"['281960081899300928', '281958090690718147']"
091982090226943882,Zohir,YAHIAOUI,M,1982-09-02,9,O-,Comptable,1,"['091954072409111770', '091956020332104831']"
091993041723871043,Fahima,YAHIAOUI,F,1993-04-17,9,O-,Vendeuse,1,"['091954072409111770', '091956020332104831']"
091994042705559838,Zoulikha,YAHIAOUI,F,1994-04-27,9,A-,Vendeuse,1,"['091954072409111770', '091956020332104831']"
321993081825626120,Wafia,SAMER,F,1993-08-18,32,A-,Chômeur,1,"['321958011929334781', '321958040274252668']"
221969050231752507,Safia,TALEB,F,1969-05-02,22,O+,Commerçant,1,"['221942041309755136', '221944101587136272']"
221977010451678136,Zoubir,TALEB,M,1977-01-04,22,A-,Ouvrier du bâtiment,1,"['221942041309755136', '221944101587136272']"
401986122264340444,Wided,BRAHIMI,F,1986-12-22,40,A+,Étudiant,1,"['401955100700218143', '401956122410753382']"
401988020272230607,Yacoub,BRAHIMI,M,1988-02-02,40,AB-,Maçon,1,"['401955100700218143', '401956122410753382']"
401993080914768752,Aziz,BRAHIMI,M,1993-08-09,40,A-,Étudiant,1,"['401955100700218143', '401956122410753382']"
331968082030855338,Ghania,MOUHOUS,F,1968-08-20,33,O-,Vendeuse,1,"['331949102179031944', '331950080855873552']"
331985090729904507,Mounia,MOUHOUS,F,1985-09-07,33,A-,Étudiant,1,"['331949102179031944', '331950080855873552']"
331989011063579027,Farouk,MOUHOUS,M,1989-01-10,33,O-,Fonctionnaire,1,"['331949102179031944', '331950080855873552']"
291952091606823770,Ibtissem,SMAILI,F,1952-09-16,29,B+,Retraité,1,"['291930080598612612', '291928082608153645']"
291966092261894196,Riyad,SMAILI,M,1966-09-22,29,AB-,Ouvrier du bâtiment,1,"['291930080598612612', '291928082608153645']"
291968101739135424,Farouk,SMAILI,M,1968-10-17,29,AB+,Maçon,1,"['291930080598612612', '291928082608153645']"
011982082381050486,Adem,KADRI,M,1982-08-23,1,B-,Plombier,1,"['011949020363244160', '011950062327154217']"
091962070540533596,Samira,SADAOUI,F,1962-07-05,9,A+,Vendeuse,1,"['091942091101424859', '091944041563726629']"
091981020239487477,Taki,SADAOUI,M,1981-02-02,9,A-,Fonctionnaire,1,"['091942091101424859', '091944041563726629']"
291988090337654159,Rachida,FALEK,F,1988-09-03,29,AB-,Couturière,1,"['291956010692070693', '291958081478291439']"
291993091496080249,Moussa,FALEK,M,1993-09-14,29,AB-,Chômeur,1,"['291956010692070693', '291958081478291439']"
371964080417062241,Ghenima,KHADIR,F,1964-08-04,37,A-,Femme au foyer,1,"['371931111342679508', '371932012277477616']"
371970020455321647,Chabane,KHADIR,M,1970-02-04,37,A-,Maçon,1,"['371931111342679508', '371932012277477616']"
371970111530972365,Amirouche,KHADIR,M,1970-11-15,37,B-,Comptable,1,"['371931111342679508', '371932012277477616']"
271975021841938979,Hana,HADDAD,F,1975-02-18,27,A-,Vendeuse,1,"['271951092251399385', '271953081711921858']"
271979072830915545,Noureddine,HADDAD,M,1979-07-28,27,A-,Chômeur,1,"['271951092251399385', '271953081711921858']"
381979010862818004,Rachid,SMAILI,M,1979-01-08,38,B+,Maçon,1,"['381944110568379962', '381945042137366873']"
381983070154243807,Samy,SMAILI,M,1983-07-01,38,O+,Comptable,1,"['381944110568379962', '381945042137366873']"
381984082869751197,Hacen,SMAILI,M,1984-08-28,38,B-,Commerçant,1,"['381944110568379962', '381945042137366873']"
361989050392407196,Fatiha,ABBAS,F,1989-05-03,36,A-,Étudiant,1,"['361960022483611504', '361960061103638979']"
191969030658267289,Aldjia,ZEMMOURI,F,1969-03-06,19,A-,Fonctionnaire,1,"['191938021709268214', '191936072355812320']"
191971070575555686,Bahia,ZEMMOURI,F,1971-07-05,19,B-,Fonctionnaire,1,"['191938021709268214', '191936072355812320']"
391978061979046681,Samy,ABED,M,1978-06-19,39,B-,Agriculteur,1,"['391943082456057925', '391942071995851673']"
391983110681580601,Abdelkader,ABED,M,1983-11-06,39,B+,Comptable,1,"['391943082456057925', '391942071995851673']"
391983110816039210,Islam,ABED,M,1983-11-08,39,B+,Artisan,1,"['391943082456057925', '391942071995851673']"
151978050421455175,Marouane,NESSAH,M,1978-05-04,15,B+,Chômeur,1,"['151959122858985846', '151958081765941811']"
151984081534439542,Hanin,NESSAH,M,1984-08-15,15,A+,Chômeur,1,"['151959122858985846', '151958081765941811']"
311960080378241099,Kawthar,LAICHI,F,1960-08-03,31,O+,Médecin,1,"['311938081930784966', '311937091408635892']"
311966050173193502,Houda,LAICHI,F,1966-05-01,31,O-,Infirmière,1,"['311938081930784966', '311937091408635892']"
021953120461857976,Marzouk,BOULEMALI,M,1953-12-04,2,A-,Retraité,1,"['021932111559458031', '021933100352900947']"
021959012755344708,Mouna,BOULEMALI,F,1959-01-27,2,B+,Chômeur,1,"['021932111559458031', '021933100352900947']"
371970081705240785,Fethi,FALEK,M,1970-08-17,37,AB+,Agriculteur,1,"['371938052488431929', '371939122563309539']"
371975033068068221,Malika,FALEK,F,1975-03-30,37,AB-,Artisane,1,"['371938052488431929', '371939122563309539']"
191987032484652293,Djibril,MAROUNI,M,1987-03-24,19,AB-,Chômeur,1,"['191953072482741552', '191955022245336250']"
191990101057419348,Aymen,MAROUNI,M,1990-10-10,19,A-,Étudiant,1,"['191953072482741552', '191955022245336250']"
491975012282412625,Moussa,MANSOURI,M,1975-01-22,49,B-,Ouvrier du bâtiment,1,"['491945060321171821', '491947110595950002']"
571952061603254338,Azzedine,AIT BACHIR,M,1952-06-16,57,O-,Retraité,1,"['571930090576075902', '571929051487394561']"
571953040370428265,Moussa,AIT BACHIR,M,1953-04-03,57,B-,Retraité,1,"['571930090576075902', '571929051487394561']"
571968081373711563,Leïla,AIT BACHIR,F,1968-08-13,57,O-,Chômeur,1,"['571930090576075902', '571929051487394561']"
201974061476756793,Rafik,ABOUNE,M,1974-06-14,20,O-,Agriculteur,1,"['201956120308382749', '201956030606295219']"
321977092715751691,Mounir,HADJI,M,1977-09-27,32,A-,Chômeur,1,"['321954091580067542', '321956032410412361']"
321984040548382290,Mustapha,HADJI,M,1984-04-05,32,A-,Chauffeur routier,1,"['321954091580067542', '321956032410412361']"
321985031251183986,Djafer,HADJI,M,1985-03-12,32,AB-,Maçon,1,"['321954091580067542', '321956032410412361']"
301993051202527440,Farid,ZITOUNI,M,1993-05-12,30,O-,Commerçant,1,"['301955061739622610', '301953052257464056']"
071974092491550622,Zoulikha,BOUZIANE,F,1974-09-24,7,O+,Couturière,1,"['071947030758527021', '071949060376072537']"
071981081282791569,Zahia,BOUZIANE,F,1981-08-12,7,O-,Couturière,1,"['071947030758527021', '071949060376072537']"
071986032003988930,Mohamed,BOUZIANE,M,1986-03-20,7,B-,Mécanicien,1,"['071947030758527021', '071949060376072537']"
241957081780989206,Katia,ABOUN,F,1957-08-17,24,AB-,Artisane,1,"['241936112014991539', '241935040215796920']"
